qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_time,q2_time,q3_time
7482,986,1,131,44,3,1:17.518,1:17.035,1:16.934,77518,77035,76934
7483,986,822,131,77,4,1:17.578,1:17.161,1:16.958,77578,77161,76958
7484,986,8,6,7,5,1:18.148,1:17.534,1:17.238,78148,77534,77238
7485,986,839,10,31,6,1:18.336,1:17.827,1:17.437,78336,77827,77437
7486,986,817,9,3,7,1:18.208,1:17.631,1:17.447,78208,77631,77447
7487,986,807,4,27,8,1:18.322,1:17.792,1:17.466,78322,77792,77466
7488,986,832,4,55,9,1:18.405,1:17.753,1:17.794,78405,77753,77794
7489,986,815,10,11,10,1:18.020,1:17.868,1:17.807,78020,77868,77807
7499,987,822,131,77,1,1:09.452,1:08.638,1:08.322,69452,68638,68322
7500,987,20,6,5,2,1:09.643,1:08.494,1:08.360,69643,68494,68360
7501,987,8,6,7,3,1:09.405,1:09.116,1:08.538,69405,69116,68538
7502,987,830,9,33,4,1:09.820,1:09.050,1:08.925,69820,69050,68925
7503,987,817,9,3,5,1:09.828,1:09.533,1:09.330,69828,69533,69330
7504,987,815,10,11,6,1:10.145,1:09.760,1:09.598,70145,69760,69598
7505,987,4,1,14,7,1:10.172,1:09.593,1:09.617,70172,69593,69617
7506,987,807,4,27,8,1:10.078,1:09.726,1:09.703,70078,69726,69703
7507,987,832,4,55,9,1:10.227,1:09.768,1:09.805,70227,69768,69805
7508,987,13,3,19,10,1:09.789,1:09.612,1:09.841,69789,69612,69841
7520,988,822,131,77,1,1:37.356,1:36.822,1:36.231,97356,96822,96231
7521,988,1,131,44,2,1:37.391,1:36.742,1:36.403,97391,96742,96403
7522,988,20,6,5,3,1:37.817,1:37.023,1:36.777,97817,97023,96777
7523,988,817,9,3,4,1:38.016,1:37.583,1:36.959,98016,97583,96959
7524,988,8,6,7,5,1:37.453,1:37.302,1:36.985,97453,97302,96985
7525,988,830,9,33,6,1:38.021,1:37.777,1:37.328,98021,97777,97328
7526,988,807,4,27,7,1:38.781,1:38.138,1:38.282,98781,98138,98282
7527,988,815,10,11,8,1:38.601,1:38.359,1:38.374,98601,98359,98374
7528,988,839,10,31,9,1:38.896,1:38.392,1:38.397,98896,98392,98397
7529,988,13,3,19,10,1:38.629,1:38.565,1:38.550,98629,98565,98550
7540,989,1,131,44,1,1:22.824,1:22.051,1:21.164,82824,82051,81164
7541,989,8,6,7,2,1:23.096,1:22.507,1:21.828,83096,82507,81828
7542,989,20,6,5,3,1:23.348,1:21.944,1:21.838,83348,81944,81838
7543,989,830,9,33,4,1:23.483,1:22.416,1:21.879,83483,82416,81879
7544,989,817,9,3,5,1:23.494,1:22.897,1:22.152,83494,82897,82152
7545,989,825,210,20,6,1:23.909,1:23.300,1:23.187,83909,83300,83187
7546,989,154,210,8,7,1:23.671,1:23.468,1:23.339,83671,83468,83339
7547,989,807,4,27,8,1:23.782,1:23.544,1:23.532,83782,83544,83532
7548,989,832,4,55,9,1:23.529,1:23.061,1:23.577,83529,83061,83577
7560,990,20,6,5,1,1:29.060,1:28.341,1:27.958,89060,88341,87958
7561,990,8,6,7,2,1:28.951,1:28.515,1:28.101,88951,88515,88101
7562,990,822,131,77,3,1:29.275,1:28.794,1:28.124,89275,88794,88124
7563,990,1,131,44,4,1:29.396,1:28.458,1:28.220,89396,88458,88220
7564,990,817,9,3,5,1:29.552,1:28.962,1:28.398,89552,88962,88398
7565,990,842,5,10,6,1:30.121,1:29.836,1:29.329,90121,89836,89329
7566,990,825,210,20,7,1:29.594,1:29.623,1:29.358,89594,89623,89358
7567,990,807,4,27,8,1:30.260,1:29.187,1:29.570,90260,89187,89570
7568,990,839,10,31,9,1:30.338,1:30.009,1:29.874,90338,90009,89874
7569,990,832,4,55,10,1:29.893,1:29.802,1:29.986,89893,89802,89986
7580,991,20,6,5,1,1:32.171,1:32.385,1:31.095,92171,92385,91095
7581,991,8,6,7,2,1:32.474,1:32.286,1:31.182,92474,92286,91182
7582,991,822,131,77,3,1:32.921,1:32.063,1:31.625,92921,92063,91625
7583,991,1,131,44,4,1:33.283,1:31.914,1:31.675,93283,91914,91675
7584,991,830,9,33,5,1:32.932,1:32.809,1:31.796,92932,92809,91796
7585,991,817,9,3,6,1:33.877,1:32.688,1:31.948,93877,92688,91948
7586,991,807,4,27,7,1:33.545,1:32.494,1:32.532,93545,92494,92532
7587,991,815,10,11,8,1:33.464,1:32.931,1:32.758,93464,92931,92758
7588,991,832,4,55,9,1:33.315,1:32.970,1:32.819,93315,92970,92819
7589,991,154,210,8,10,1:33.238,1:32.524,1:32.855,93238,92524,92855
7600,992,20,6,5,1,1:42.762,1:43.015,1:41.498,102762,103015,101498
7601,992,1,131,44,2,1:42.693,1:42.676,1:41.677,102693,102676,101677
7602,992,822,131,77,3,1:43.355,1:42.679,1:41.837,103355,102679,101837
7603,992,817,9,3,4,1:42.857,1:43.482,1:41.911,102857,103482,101911
7604,992,830,9,33,5,1:42.642,1:42.901,1:41.994,102642,102901,101994
7605,992,8,6,7,6,1:42.538,1:42.510,1:42.490,102538,102510,102490
7606,992,839,10,31,7,1:43.021,1:42.967,1:42.523,103021,102967,102523
7607,992,815,10,11,8,1:43.992,1:43.366,1:42.547,103992,103366,102547
7608,992,807,4,27,9,1:43.746,1:43.232,1:43.066,103746,103232,103066
7609,992,832,4,55,10,1:43.426,1:43.464,1:43.351,103426,103464,103351
7620,993,1,131,44,1,1:17.633,1:17.166,1:16.173,77633,77166,76173
7621,993,822,131,77,2,1:17.674,1:17.111,1:16.213,77674,77111,76213
7622,993,20,6,5,3,1:17.031,1:16.802,1:16.305,77031,76802,76305
7623,993,8,6,7,4,1:17.483,1:17.071,1:16.612,77483,77071,76612
7624,993,830,9,33,5,1:17.411,1:17.266,1:16.816,77411,77266,76816
7625,993,817,9,3,6,1:17.623,1:17.638,1:16.818,77623,77638,76818
7626,993,825,210,20,7,1:18.169,1:17.618,1:17.676,78169,77618,77676
7627,993,4,1,14,8,1:18.276,1:18.100,1:17.721,78276,78100,77721
7628,993,832,4,55,9,1:18.480,1:17.803,1:17.790,78480,77803,77790
7629,993,154,210,8,10,1:18.305,1:17.699,1:17.835,78305,77699,77835
7640,994,817,9,3,1,1:12.013,1:11.278,1:10.810,72013,71278,70810
7641,994,20,6,5,2,1:12.415,1:11.518,1:11.039,72415,71518,71039
7642,994,1,131,44,3,1:12.460,1:11.584,1:11.232,72460,71584,71232
7643,994,8,6,7,4,1:12.639,1:11.391,1:11.266,72639,71391,71266
7644,994,4,1,14,7,1:12.657,1:12.269,1:12.110,72657,72269,72110
7645,994,832,4,55,8,1:12.950,1:12.286,1:12.130,72950,72286,72130
7646,994,815,10,11,9,1:12.848,1:12.194,1:12.154,72848,72194,72154
7647,994,842,5,10,10,1:12.941,1:12.313,1:12.221,72941,72313,72221
7657,994,822,131,77,5,1:12.434,1:12.002,1:11.441,72434,72002,71441
7658,994,839,10,31,6,1:13.028,1:12.188,1:12.061,73028,72188,72061
7660,995,20,6,5,1,1:11.710,1:11.524,1:10.764,71710,71524,70764
7661,995,822,131,77,2,1:11.950,1:11.514,1:10.857,71950,71514,70857
7662,995,830,9,33,3,1:12.008,1:11.472,1:10.937,72008,71472,70937
7663,995,1,131,44,4,1:11.835,1:11.740,1:10.996,71835,71740,70996
7664,995,8,6,7,5,1:11.725,1:11.620,1:11.095,71725,71620,71095
7665,995,817,9,3,6,1:12.459,1:11.434,1:11.116,72459,71434,71116
7666,995,807,4,27,7,1:12.795,1:11.916,1:11.973,72795,71916,71973
7667,995,839,10,31,8,1:12.577,1:12.141,1:12.084,72577,72141,72084
7668,995,832,4,55,9,1:12.689,1:12.097,1:12.168,72689,72097,72168
7669,995,815,10,11,10,1:12.702,1:12.395,1:12.671,72702,72395,72671
7680,996,1,131,44,1,1:31.271,1:30.645,1:30.029,91271,90645,90029
7681,996,822,131,77,2,1:31.776,1:31.227,1:30.147,91776,91227,90147
7682,996,20,6,5,3,1:31.820,1:30.751,1:30.400,91820,90751,90400
7683,996,830,9,33,4,1:31.531,1:30.818,1:30.705,91531,90818,90705
7684,996,817,9,3,5,1:31.910,1:31.538,1:30.895,91910,91538,90895
7685,996,8,6,7,6,1:31.567,1:30.772,1:31.057,91567,90772,91057
7686,996,832,4,55,7,1:32.394,1:32.016,1:32.126,92394,92016,92126
7687,996,844,15,16,8,1:32.538,1:32.055,1:32.635,92538,92055,92635
7688,996,825,210,20,9,1:32.169,1:31.510,1:32.930,92169,91510,92930
7700,997,822,131,77,1,1:04.175,1:03.756,1:03.130,64175,63756,63130
7701,997,1,131,44,2,1:04.080,1:03.577,1:03.149,64080,63577,63149
7702,997,20,6,5,3,1:04.347,1:03.544,1:03.464,64347,63544,63464
7703,997,8,6,7,4,1:04.234,1:03.975,1:03.660,64234,63975,63660
7704,997,830,9,33,5,1:04.273,1:04.001,1:03.840,64273,64001,63840
7705,997,154,210,8,6,1:04.242,1:04.059,1:03.892,64242,64059,63892
7706,997,817,9,3,7,1:04.723,1:04.403,1:03.996,64723,64403,63996
7707,997,825,210,20,8,1:04.460,1:04.291,1:04.051,64460,64291,64051
7708,997,832,4,55,9,1:04.948,1:04.561,1:04.725,64948,64561,64725
7709,997,807,4,27,10,1:04.864,1:04.676,1:05.019,64864,64676,65019
7720,998,1,131,44,1,1:26.818,1:26.256,1:25.892,86818,86256,85892
7721,998,20,6,5,2,1:26.585,1:26.372,1:25.936,86585,86372,85936
7722,998,8,6,7,3,1:27.549,1:26.483,1:25.990,87549,86483,85990
7723,998,822,131,77,4,1:27.025,1:26.413,1:26.217,87025,86413,86217
7724,998,830,9,33,5,1:27.309,1:27.013,1:26.602,87309,87013,86602
7725,998,817,9,3,6,1:27.979,1:27.369,1:27.099,87979,87369,87099
7726,998,825,210,20,7,1:28.143,1:27.730,1:27.244,88143,87730,87244
7727,998,154,210,8,8,1:28.086,1:27.522,1:27.455,88086,87522,87455
7728,998,844,15,16,9,1:27.962,1:27.790,1:27.879,87962,87790,87879
7729,998,839,10,31,10,1:28.279,1:27.843,1:28.194,88279,87843,88194
7740,999,20,6,5,1,1:12.538,1:12.505,1:11.212,72538,72505,71212
7741,999,822,131,77,2,1:12.962,1:12.152,1:11.416,72962,72152,71416
7742,999,8,6,7,3,1:12.505,1:12.336,1:11.547,72505,72336,71547
7743,999,830,9,33,4,1:13.127,1:12.188,1:11.822,73127,72188,71822
7744,999,825,210,20,5,1:13.105,1:12.523,1:12.200,73105,72523,72200
7745,999,154,210,8,6,1:12.986,1:12.722,1:12.544,72986,72722,72544
7746,999,807,4,27,7,1:13.479,1:12.946,1:12.560,73479,72946,72560
7747,999,832,4,55,8,1:13.324,1:13.032,1:12.692,73324,73032,72692
7748,999,844,15,16,9,1:13.077,1:12.995,1:12.717,73077,72995,72717
7749,999,815,10,11,10,1:13.427,1:13.072,1:12.774,73427,73072,72774
7760,1000,8,6,7,3,1:17.526,1:32.762,1:36.186,77526,92762,96186
7761,1000,20,6,5,4,1:16.666,1:28.636,1:36.210,76666,88636,96210
7762,1000,832,4,55,5,1:17.829,1:30.771,1:36.743,77829,90771,96743
7763,1000,842,5,10,6,1:18.577,1:31.286,1:37.591,78577,91286,97591
7764,1000,830,9,33,7,1:16.940,1:31.178,1:38.032,76940,91178,98032
7765,1000,843,5,28,8,1:18.429,1:32.590,1:38.128,78429,92590,98128
7766,1000,825,210,20,9,1:18.314,1:32.968,1:39.858,78314,92968,99858
7767,1000,154,210,8,10,1:17.901,1:33.650,1:40.593,77901,93650,100593
7778,1000,1,131,44,1,1:17.419,1:31.242,1:35.658,77419,91242,95658
7779,1000,822,131,77,2,1:17.123,1:32.081,1:35.918,77123,92081,95918
7780,1001,1,131,44,1,1:42.977,1:41.553,1:58.179,102977,101553,118179
7781,1001,20,6,5,2,1:43.035,1:41.501,1:58.905,103035,101501,118905
7782,1001,839,10,31,3,1:44.003,1:43.302,2:01.851,104003,103302,121851
7783,1001,815,10,11,4,1:44.004,1:43.014,2:01.894,104004,103014,121894
7784,1001,154,210,8,5,1:43.597,1:43.042,2:02.122,103597,103042,122122
7785,1001,8,6,7,6,1:42.585,1:41.533,2:02.671,102585,101533,122671
7786,1001,830,9,33,7,1:43.199,1:42.554,2:02.769,103199,102554,122769
7787,1001,817,9,3,8,1:43.604,1:43.126,2:02.939,103604,103126,122939
7800,1002,8,6,7,1,1:20.722,1:19.846,1:19.119,80722,79846,79119
7801,1002,20,6,5,2,1:20.542,1:19.629,1:19.280,80542,79629,79280
7802,1002,1,131,44,3,1:20.810,1:19.798,1:19.294,80810,79798,79294
7803,1002,822,131,77,4,1:21.381,1:20.427,1:19.656,81381,80427,79656
7804,1002,830,9,33,5,1:21.381,1:20.333,1:20.615,81381,80333,80615
7805,1002,154,210,8,6,1:21.887,1:21.239,1:20.936,81887,81239,80936
7806,1002,832,4,55,7,1:21.732,1:21.552,1:21.041,81732,81552,81041
7807,1002,839,10,31,8,1:21.570,1:21.315,1:21.099,81570,81315,81099
7808,1002,842,5,10,9,1:21.834,1:21.667,1:21.350,81834,81667,81350
7809,1002,840,3,18,10,1:21.838,1:21.494,1:21.627,81838,81494,81627
7820,1003,1,131,44,1,1:39.403,1:37.344,1:36.015,99403,97344,96015
7821,1003,830,9,33,2,1:38.751,1:37.214,1:36.334,98751,97214,96334
7822,1003,20,6,5,3,1:38.218,1:37.876,1:36.628,98218,97876,96628
7823,1003,822,131,77,4,1:39.291,1:37.254,1:36.702,99291,97254,96702
7824,1003,8,6,7,5,1:38.534,1:37.194,1:36.794,98534,97194,96794
7825,1003,817,9,3,6,1:38.153,1:37.406,1:36.996,98153,97406,96996
7826,1003,815,10,11,7,1:38.814,1:38.342,1:37.985,98814,98342,97985
7827,1003,154,210,8,8,1:38.685,1:38.367,1:38.320,98685,98367,98320
7828,1003,839,10,31,9,1:38.912,1:38.534,1:38.365,98912,98534,98365
7829,1003,807,4,27,10,1:38.932,1:38.450,1:38.588,98932,98450,98588
7840,1004,822,131,77,1,1:32.964,1:32.744,1:31.387,92964,92744,91387
7841,1004,1,131,44,2,1:32.410,1:32.595,1:31.532,92410,92595,91532
7842,1004,20,6,5,3,1:33.476,1:33.045,1:31.943,93476,93045,91943
7843,1004,8,6,7,4,1:33.341,1:33.065,1:32.237,93341,93065,92237
7844,1004,825,210,20,5,1:34.078,1:33.747,1:33.181,94078,93747,93181
7845,1004,839,10,31,6,1:34.290,1:33.596,1:33.413,94290,93596,93413
7846,1004,844,15,16,7,1:33.924,1:33.488,1:33.419,93924,93488,93419
7847,1004,815,10,11,8,1:34.084,1:33.923,1:33.563,94084,93923,93563
7848,1004,154,210,8,9,1:34.022,1:33.517,1:33.704,94022,93517,93704
7849,1004,828,15,9,10,1:34.170,1:33.995,1:35.196,94170,93995,95196
7860,1005,1,131,44,1,1:28.702,1:28.017,1:27.760,88702,88017,87760
7861,1005,822,131,77,2,1:29.297,1:27.987,1:28.059,89297,87987,88059
7862,1005,830,9,33,3,1:29.480,1:28.849,1:29.057,89480,88849,89057
7863,1005,8,6,7,4,1:29.631,1:28.595,1:29.521,89631,88595,89521
7864,1005,154,210,8,5,1:29.724,1:29.678,1:29.761,89724,89678,89761
7865,1005,843,5,28,6,1:30.248,1:29.848,1:30.023,90248,89848,90023
7866,1005,842,5,10,7,1:30.137,1:29.810,1:30.093,90137,89810,90093
7867,1005,839,10,31,8,1:29.899,1:29.538,1:30.126,89899,89538,90126
7868,1005,20,6,5,9,1:29.049,1:28.279,1:32.192,89049,88279,92192
7869,1005,815,10,11,10,1:30.247,1:29.567,1:37.229,90247,89567,97229
7880,1006,1,131,44,1,1:34.130,1:33.480,1:32.237,94130,93480,92237
7881,1006,20,6,5,2,1:34.569,1:33.079,1:32.298,94569,93079,92298
7882,1006,8,6,7,3,1:34.703,1:32.884,1:32.307,94703,92884,92307
7883,1006,822,131,77,4,1:34.518,1:33.702,1:32.616,94518,93702,92616
7884,1006,817,9,3,5,1:34.755,1:34.185,1:33.494,94755,94185,93494
7885,1006,839,10,31,6,1:34.876,1:34.522,1:34.145,94876,94522,94145
7886,1006,807,4,27,7,1:34.932,1:34.564,1:34.215,94932,94564,94215
7887,1006,154,210,8,8,1:34.892,1:34.419,1:34.250,94892,94419,94250
7888,1006,844,15,16,9,1:35.069,1:34.255,1:34.420,95069,94255,94420
7889,1006,815,10,11,10,1:35.193,1:34.525,1:34.594,95193,94525,94594
7900,1007,817,9,3,1,1:15.866,1:15.845,1:14.759,75866,75845,74759
7901,1007,830,9,33,2,1:15.756,1:15.640,1:14.785,75756,75640,74785
7902,1007,1,131,44,3,1:15.673,1:15.644,1:14.894,75673,75644,74894
7903,1007,20,6,5,4,1:16.089,1:15.715,1:14.970,76089,75715,74970
7904,1007,822,131,77,5,1:15.580,1:15.923,1:15.160,75580,75923,75160
7905,1007,8,6,7,6,1:16.446,1:15.996,1:15.330,76446,75996,75330
7906,1007,807,4,27,7,1:16.498,1:16.126,1:15.827,76498,76126,75827
7907,1007,832,4,55,8,1:16.813,1:16.188,1:16.084,76813,76188,76084
7908,1007,844,15,16,9,1:16.862,1:16.320,1:16.189,76862,76320,76189
7909,1007,828,15,9,10,1:16.701,1:16.633,1:16.513,76701,76633,76513
7920,1008,1,131,44,1,1:08.464,1:07.795,1:07.281,68464,67795,67281
7921,1008,20,6,5,2,1:08.452,1:07.776,1:07.374,68452,67776,67374
7922,1008,822,131,77,3,1:08.492,1:07.727,1:07.441,68492,67727,67441
7923,1008,8,6,7,4,1:08.452,1:08.028,1:07.456,68452,68028,67456
7924,1008,830,9,33,5,1:08.205,1:08.017,1:07.778,68205,68017,67778
7925,1008,817,9,3,6,1:08.544,1:08.055,1:07.780,68544,68055,67780
7926,1008,828,15,9,7,1:08.754,1:08.579,1:08.296,68754,68579,68296
7927,1008,844,15,16,8,1:08.667,1:08.335,1:08.492,68667,68335,68492
7928,1008,154,210,8,9,1:08.735,1:08.239,1:08.517,68735,68239,68517
7929,1008,842,5,10,10,1:09.046,1:08.616,1:09.029,69046,68616,69029
7940,1009,1,131,44,1,1:36.828,1:35.693,1:34.794,96828,95693,94794
7941,1009,822,131,77,2,1:36.789,1:36.392,1:34.956,96789,96392,94956
7942,1009,20,6,5,3,1:36.775,1:36.345,1:35.125,96775,96345,95125
7943,1009,8,6,7,4,1:37.010,1:36.735,1:35.365,97010,96735,95365
7944,1009,817,9,3,5,1:37.117,1:36.964,1:35.401,97117,96964,95401
7945,1009,830,9,33,6,1:37.195,1:36.144,1:35.589,97195,96144,95589
7946,1009,154,210,8,7,1:37.575,1:36.732,1:36.192,97575,96732,96192
7947,1009,844,15,16,8,1:37.124,1:36.580,1:36.237,97124,96580,96237
7948,1009,839,10,31,9,1:36.936,1:36.814,1:36.540,96936,96814,96540
7949,1009,807,4,27,10,1:37.569,1:36.630,1:36.542,97569,96630,96542
7960,1010,1,131,44,1,1:22.043,1:21.014,1:20.486,82043,81014,80486
7961,1010,822,131,77,2,1:22.367,1:21.193,1:20.598,82367,81193,80598
7962,1010,20,6,5,3,1:22.885,1:21.912,1:21.190,82885,81912,81190
7963,1010,830,9,33,4,1:22.876,1:21.678,1:21.320,82876,81678,81320
7964,1010,844,6,16,5,1:22.017,1:21.739,1:21.442,82017,81739,81442
7965,1010,154,210,8,6,1:22.959,1:21.870,1:21.826,82959,81870,81826
7966,1010,825,210,20,7,1:22.519,1:22.221,1:22.099,82519,82221,82099
7967,1010,846,1,4,8,1:22.702,1:22.423,1:22.304,82702,82423,82304
7968,1010,8,51,7,9,1:22.966,1:22.349,1:22.314,82966,82349,82314
7969,1010,815,211,11,10,1:22.908,1:22.532,1:22.781,82908,82532,82781
7980,1011,844,6,16,1,1:28.495,1:28.046,1:27.866,88495,88046,87866
7981,1011,20,6,5,2,1:28.733,1:28.356,1:28.160,88733,88356,88160
7982,1011,1,131,44,3,1:29.262,1:28.578,1:28.190,89262,88578,88190
7983,1011,822,131,77,4,1:29.498,1:28.830,1:28.256,89498,88830,88256
7984,1011,830,9,33,5,1:29.579,1:29.109,1:28.752,89579,89109,88752
7985,1011,825,210,20,6,1:29.532,1:29.017,1:28.757,89532,89017,88757
7986,1011,832,1,55,7,1:29.528,1:29.055,1:28.813,89528,89055,88813
7987,1011,154,210,8,8,1:29.688,1:29.249,1:29.015,89688,89249,89015
7988,1011,8,51,7,9,1:29.959,1:29.471,1:29.022,89959,89471,89022
7989,1011,846,1,4,10,1:29.381,1:29.258,1:29.043,89381,89258,89043
8000,1012,822,131,77,1,1:32.658,1:31.728,1:31.547,92658,91728,91547
8001,1012,1,131,44,2,1:33.115,1:31.637,1:31.570,93115,91637,91570
8002,1012,20,6,5,3,1:33.557,1:32.232,1:31.848,93557,92232,91848
8003,1012,844,6,16,4,1:32.712,1:32.324,1:31.865,92712,92324,91865
8004,1012,830,9,33,5,1:33.274,1:32.369,1:32.089,93274,92369,92089
8005,1012,842,9,10,6,1:33.863,1:32.948,1:32.930,93863,92948,92930
8006,1012,817,4,3,7,1:33.709,1:33.214,1:32.958,93709,93214,92958
8007,1012,807,4,27,8,1:33.644,1:33.968,1:32.962,93644,93968,92962
8018,1013,822,131,77,1,1:42.026,1:41.500,1:40.495,102026,101500,100495
8019,1013,1,131,44,2,1:41.614,1:41.580,1:40.554,101614,101580,100554
8020,1013,20,6,5,3,1:42.042,1:41.889,1:40.797,102042,101889,100797
8021,1013,830,9,33,4,1:41.727,1:41.388,1:41.069,101727,101388,101069
8022,1013,815,211,11,5,1:42.249,1:41.870,1:41.593,102249,101870,101593
8023,1013,826,5,26,6,1:42.324,1:42.221,1:41.681,102324,102221,101681
8024,1013,846,1,4,7,1:42.371,1:42.084,1:41.886,102371,102084,101886
8025,1013,841,51,99,8,1:42.140,1:42.381,1:42.424,102140,102381,102424
8038,1014,822,131,77,1,1:16.979,1:15.924,1:15.406,76979,75924,75406
8039,1014,1,131,44,2,1:17.292,1:16.038,1:16.040,77292,76038,76040
8040,1014,20,6,5,3,1:17.425,1:16.667,1:16.272,77425,76667,76272
8041,1014,830,9,33,4,1:17.244,1:16.726,1:16.357,77244,76726,76357
8042,1014,844,6,16,5,1:17.388,1:16.714,1:16.588,77388,76714,76588
8043,1014,842,9,10,6,1:17.862,1:16.932,1:16.708,77862,76932,76708
8044,1014,154,210,8,7,1:18.042,1:17.066,1:16.911,78042,77066,76911
8045,1014,825,210,20,8,1:17.669,1:17.272,1:16.922,77669,77272,76922
8046,1014,826,5,26,9,1:17.914,1:17.243,1:17.573,77914,77243,77573
8047,1014,817,4,3,10,1:18.385,1:17.299,1:18.106,78385,77299,78106
8058,1015,1,131,44,1,1:11.542,1:10.835,1:10.166,71542,70835,70166
8059,1015,822,131,77,2,1:11.562,1:10.701,1:10.252,71562,70701,70252
8060,1015,830,9,33,3,1:11.597,1:10.618,1:10.641,71597,70618,70641
8061,1015,20,6,5,4,1:11.434,1:11.227,1:10.947,71434,71227,70947
8062,1015,842,9,10,5,1:11.740,1:11.457,1:11.041,71740,71457,71041
8063,1015,825,210,20,6,1:11.865,1:11.363,1:11.109,71865,71363,71109
8064,1015,817,4,3,7,1:11.767,1:11.543,1:11.218,71767,71543,71218
8065,1015,826,5,26,8,1:11.602,1:11.412,1:11.271,71602,71412,71271
8066,1015,832,1,55,9,1:11.872,1:11.608,1:11.417,71872,71608,71417
8067,1015,848,5,23,10,1:12.007,1:11.429,1:11.653,72007,71429,71653
8078,1016,20,6,5,1,1:11.200,1:11.142,1:10.240,71200,71142,70240
8079,1016,1,131,44,2,1:11.518,1:11.010,1:10.446,71518,71010,70446
8080,1016,844,6,16,3,1:11.214,1:11.205,1:10.920,71214,71205,70920
8081,1016,817,4,3,4,1:11.837,1:11.532,1:11.071,71837,71532,71071
8082,1016,842,9,10,5,1:12.023,1:11.196,1:11.079,72023,71196,71079
8083,1016,822,131,77,6,1:11.229,1:11.095,1:11.101,71229,71095,71101
8084,1016,807,4,27,7,1:11.720,1:11.553,1:11.324,71720,71553,71324
8085,1016,846,1,4,8,1:11.780,1:11.735,1:11.863,71780,71735,71863
8086,1016,832,1,55,9,1:11.750,1:11.572,1:13.981,71750,71572,73981
8098,1017,1,131,44,1,1:30.609,1:29.520,1:28.319,90609,89520,88319
8099,1017,822,131,77,2,1:30.550,1:29.437,1:28.605,90550,89437,88605
8100,1017,844,6,16,3,1:30.647,1:29.699,1:28.965,90647,89699,88965
8101,1017,830,9,33,4,1:31.327,1:30.099,1:29.409,91327,90099,89409
8102,1017,846,1,4,5,1:30.989,1:30.019,1:29.418,90989,90019,89418
8103,1017,832,1,55,6,1:31.073,1:30.319,1:29.522,91073,90319,89522
8104,1017,20,6,5,7,1:31.075,1:29.506,1:29.799,91075,89506,89799
8105,1017,817,4,3,8,1:30.954,1:30.369,1:29.918,90954,90369,89918
8106,1017,842,9,10,9,1:31.152,1:30.421,1:30.184,91152,90421,90184
8107,1017,841,51,99,10,1:31.180,1:30.408,1:33.420,91180,90408,93420
8118,1018,844,6,16,1,1:04.138,1:03.378,1:03.003,64138,63378,63003
8119,1018,1,131,44,2,1:03.818,1:03.803,1:03.262,63818,63803,63262
8120,1018,830,9,33,3,1:03.807,1:03.835,1:03.439,63807,63835,63439
8121,1018,822,131,77,4,1:04.084,1:03.863,1:03.537,64084,63863,63537
8122,1018,825,210,20,5,1:04.778,1:04.466,1:04.072,64778,64466,64072
8123,1018,846,1,4,6,1:04.361,1:04.211,1:04.099,64361,64211,64099
8124,1018,8,51,7,7,1:04.615,1:04.056,1:04.166,64615,64056,64166
8125,1018,841,51,99,8,1:04.450,1:04.194,1:04.179,64450,64194,64179
8126,1018,842,9,10,9,1:04.412,1:03.988,1:04.199,64412,63988,64199
8138,1019,822,131,77,1,1:25.750,1:25.672,1:25.093,85750,85672,85093
8139,1019,1,131,44,2,1:25.513,1:25.840,1:25.099,85513,85840,85099
8140,1019,844,6,16,3,1:25.533,1:25.546,1:25.172,85533,85546,85172
8141,1019,830,9,33,4,1:25.700,1:25.848,1:25.276,85700,85848,85276
8142,1019,842,9,10,5,1:26.273,1:26.038,1:25.590,86273,86038,85590
8143,1019,20,6,5,6,1:25.898,1:26.023,1:25.787,85898,86023,85787
8144,1019,817,4,3,7,1:26.428,1:26.283,1:26.182,86428,86283,86182
8145,1019,846,1,4,8,1:26.079,1:26.385,1:26.224,86079,86385,86224
8146,1019,848,5,23,9,1:26.482,1:26.403,1:26.345,86482,86403,86345
8147,1019,807,4,27,10,1:26.568,1:26.397,1:26.386,86568,86397,86386
8158,1020,1,131,44,1,1:12.852,1:12.149,1:11.767,72852,72149,71767
8159,1020,830,9,33,2,1:12.593,1:12.427,1:12.113,72593,72427,72113
8160,1020,822,131,77,3,1:13.075,1:12.424,1:12.129,73075,72424,72129
8161,1020,842,9,10,4,1:12.991,1:12.385,1:12.522,72991,72385,72522
8162,1020,8,51,7,5,1:13.066,1:12.519,1:12.538,73066,72519,72538
8163,1020,154,210,8,6,1:13.146,1:12.769,1:12.851,73146,72769,72851
8164,1020,832,1,55,7,1:13.221,1:12.632,1:12.897,73221,72632,72897
8165,1020,815,211,11,8,1:13.194,1:12.776,1:13.065,73194,72776,73065
8166,1020,807,4,27,9,1:13.186,1:12.766,1:13.126,73186,72766,73126
8178,1021,830,9,33,1,1:15.817,1:15.573,1:14.572,75817,75573,74572
8179,1021,822,131,77,2,1:16.078,1:15.669,1:14.590,76078,75669,74590
8180,1021,1,131,44,3,1:16.068,1:15.548,1:14.769,76068,75548,74769
8181,1021,844,6,16,4,1:16.337,1:15.792,1:15.043,76337,75792,75043
8182,1021,20,6,5,5,1:16.452,1:15.885,1:15.071,76452,75885,75071
8183,1021,842,9,10,6,1:16.716,1:16.393,1:15.450,76716,76393,75450
