qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_time,q2_time,q3_time
1,18,1,1,22,1,1:26.572,1:25.187,1:26.714,86572,85187,86714
2,18,9,2,4,2,1:26.103,1:25.315,1:26.869,86103,85315,86869
3,18,5,1,23,3,1:25.664,1:25.452,1:27.079,85664,85452,87079
4,18,13,6,2,4,1:25.994,1:25.691,1:27.178,85994,85691,87178
5,18,2,2,3,5,1:25.960,1:25.518,1:27.236,85960,85518,87236
6,18,15,7,11,6,1:26.427,1:26.101,1:28.527,86427,86101,88527
7,18,3,3,7,7,1:26.295,1:26.059,1:28.687,86295,86059,88687
8,18,14,9,9,8,1:26.381,1:26.063,1:29.041,86381,86063,89041
9,18,10,7,12,9,1:26.919,1:26.164,1:29.593,86919,86164,89593
23,19,13,6,2,1,1:35.347,1:34.412,1:35.748,95347,94412,95748
24,19,8,6,1,2,1:35.645,1:34.188,1:36.230,95645,94188,96230
25,19,5,1,23,3,1:35.227,1:34.759,1:36.613,95227,94759,96613
26,19,1,1,22,4,1:35.392,1:34.627,1:36.709,95392,94627,96709
27,19,15,7,11,5,1:35.205,1:34.960,1:36.711,95205,94960,96711
28,19,9,2,4,6,1:35.794,1:34.811,1:36.727,95794,94811,96727
29,19,2,2,3,7,1:35.729,1:34.648,1:36.753,95729,94648,96753
30,19,17,9,10,8,1:35.440,1:34.967,1:37.009,95440,94967,97009
31,19,4,4,5,9,1:35.983,1:35.140,1:38.450,95983,95140,98450
32,19,10,7,12,10,1:35.891,1:35.000,1:39.656,95891,95000,99656
45,20,9,2,4,1,1:32.893,1:31.745,1:33.096,92893,91745,93096
46,20,13,6,2,2,1:31.937,1:31.188,1:33.123,91937,91188,93123
47,20,1,1,22,3,1:32.750,1:31.922,1:33.292,92750,91922,93292
48,20,8,6,1,4,1:32.652,1:31.933,1:33.418,92652,91933,93418
49,20,5,1,23,5,1:33.057,1:31.718,1:33.488,93057,91718,93488
50,20,2,2,3,6,1:33.137,1:31.909,1:33.737,93137,91909,93737
51,20,15,7,11,7,1:32.493,1:32.159,1:33.994,92493,92159,93994
52,20,3,3,7,8,1:32.903,1:32.185,1:34.015,92903,92185,94015
53,20,18,11,16,9,1:32.793,1:32.362,1:35.057,92793,92362,95057
54,20,4,4,5,10,1:32.947,1:32.345,1:35.115,92947,92345,95115
67,21,8,6,1,1,1:20.701,1:20.784,1:21.813,80701,80784,81813
68,21,4,4,5,2,1:21.347,1:20.804,1:21.904,81347,80804,81904
69,21,13,6,2,3,1:21.528,1:20.584,1:22.058,81528,80584,82058
70,21,9,2,4,4,1:21.423,1:20.597,1:22.065,81423,80597,82065
71,21,1,1,22,5,1:21.366,1:20.825,1:22.096,81366,80825,82096
72,21,5,1,23,6,1:21.430,1:20.817,1:22.231,81430,80817,82231
73,21,17,9,10,7,1:21.494,1:20.984,1:22.429,81494,80984,82429
74,21,15,7,11,8,1:21.158,1:20.907,1:22.529,81158,80907,82529
75,21,2,2,3,9,1:21.466,1:20.815,1:22.542,81466,80815,82542
76,21,12,4,6,10,1:21.409,1:20.894,1:22.699,81409,80894,82699
89,22,13,6,2,1,1:25.994,1:26.192,1:27.617,85994,86192,87617
90,22,5,1,23,2,1:26.736,1:26.290,1:27.808,86736,86290,87808
91,22,1,1,22,3,1:26.192,1:26.477,1:27.923,86192,86477,87923
92,22,8,6,1,4,1:26.457,1:26.050,1:27.936,86457,86050,87936
93,22,9,2,4,5,1:26.761,1:26.129,1:28.390,86761,86129,88390
94,22,17,9,10,6,1:26.773,1:26.466,1:28.417,86773,86466,88417
95,22,4,4,5,7,1:26.836,1:26.522,1:28.422,86836,86522,88422
96,22,15,7,11,8,1:26.695,1:26.822,1:28.836,86695,86822,88836
97,22,2,2,3,9,1:27.107,1:27.607,1:28.882,87107,87607,88882
98,22,14,9,9,10,1:26.939,1:26.520,1:29.959,86939,86520,89959
109,23,13,6,2,1,1:15.190,1:15.110,1:15.787,75190,75110,75787
110,23,8,6,1,2,1:15.717,1:15.404,1:15.815,75717,75404,75815
111,23,1,1,22,3,1:15.582,1:15.322,1:15.839,75582,75322,75839
112,23,5,1,23,4,1:15.295,1:15.389,1:16.165,75295,75389,76165
113,23,9,2,4,5,1:15.977,1:15.483,1:16.171,75977,75483,76171
114,23,3,3,7,6,1:15.935,1:15.287,1:16.548,75935,75287,76548
115,23,4,4,5,7,1:16.646,1:15.827,1:16.852,76646,75827,76852
116,23,15,7,11,8,1:16.306,1:15.598,1:17.203,76306,75598,77203
117,23,17,9,10,9,1:16.074,1:15.745,1:17.343,76074,75745,77343
129,24,1,1,22,1,1:16.909,1:17.034,1:17.886,76909,77034,77886
130,24,9,2,4,2,1:17.471,1:17.679,1:18.498,77471,77679,78498
131,24,8,6,1,3,1:17.301,1:17.364,1:18.735,77301,77364,78735
132,24,4,4,5,4,1:17.415,1:17.488,1:18.746,77415,77488,78746
133,24,3,3,7,5,1:17.991,1:17.891,1:18.844,77991,77891,78844
134,24,13,6,2,6,1:17.231,1:17.353,1:19.048,77231,77353,79048
135,24,5,1,23,7,1:17.287,1:17.684,1:19.089,77287,77684,79089
136,24,2,2,3,8,1:18.082,1:17.781,1:19.633,78082,77781,79633
137,24,22,11,17,9,1:18.256,1:18.020,1:20.848,78256,78020,80848
149,25,8,6,1,1,1:15.133,1:15.161,1:16.449,75133,75161,76449
150,25,13,6,2,2,1:15.024,1:15.041,1:16.490,75024,75041,76490
151,25,1,1,22,3,1:15.634,1:15.293,1:16.693,75634,75293,76693
152,25,4,4,5,4,1:15.754,1:15.483,1:16.840,75754,75483,76840
153,25,15,7,11,5,1:15.521,1:15.362,1:16.920,75521,75362,76920
154,25,5,1,23,6,1:15.965,1:15.639,1:16.944,75965,75639,76944
155,25,9,2,4,7,1:15.687,1:15.723,1:17.037,75687,75723,77037
156,25,17,9,10,8,1:16.020,1:15.488,1:17.233,76020,75488,77233
157,25,14,9,9,9,1:15.802,1:15.654,1:17.426,75802,75654,77426
158,25,10,7,12,10,1:15.727,1:15.558,1:17.596,75727,75558,77596
169,26,5,1,23,1,1:19.957,1:19.597,1:21.049,79957,79597,81049
170,26,17,9,10,2,1:20.982,1:19.710,1:21.554,80982,79710,81554
171,26,8,6,1,3,1:20.370,1:19.971,1:21.706,80370,79971,81706
172,26,1,1,22,4,1:20.288,1:19.537,1:21.835,80288,79537,81835
173,26,2,2,3,5,1:21.022,1:19.802,1:21.873,81022,79802,81873
174,26,4,4,5,6,1:20.998,1:19.992,1:22.029,80998,79992,82029
175,26,12,4,6,7,1:20.818,1:20.115,1:22.491,80818,80115,82491
176,26,20,5,15,8,1:20.318,1:20.109,1:23.251,80318,80109,83251
177,26,13,6,2,9,1:20.676,1:20.086,1:23.305,80676,80086,83305
189,27,1,1,22,1,1:15.218,1:14.603,1:15.666,75218,74603,75666
190,27,13,6,2,2,1:14.921,1:14.747,1:15.859,74921,74747,75859
191,27,5,1,23,3,1:15.476,1:14.855,1:16.143,75476,74855,76143
192,27,15,7,11,4,1:15.560,1:15.122,1:16.191,75560,75122,76191
193,27,4,4,5,5,1:15.917,1:14.943,1:16.385,75917,74943,76385
194,27,8,6,1,6,1:15.201,1:14.949,1:16.389,75201,74949,76389
195,27,9,2,4,7,1:15.985,1:15.109,1:16.521,75985,75109,76521
196,27,17,9,10,8,1:15.900,1:15.481,1:17.014,75900,75481,77014
197,27,20,5,15,9,1:15.532,1:15.420,1:17.244,75532,75420,77244
198,27,14,9,9,10,1:15.975,1:15.338,1:17.503,75975,75338,77503
209,28,1,1,22,1,1:19.376,1:19.473,1:20.899,79376,79473,80899
210,28,5,1,23,2,1:19.945,1:19.480,1:21.140,79945,79480,81140
211,28,13,6,2,3,1:19.578,1:19.068,1:21.191,79578,79068,81191
212,28,9,2,4,4,1:20.053,1:19.776,1:21.281,80053,79776,81281
213,28,10,7,12,5,1:19.980,1:19.246,1:21.326,79980,79246,81326
214,28,8,6,1,6,1:20.006,1:19.546,1:21.516,80006,79546,81516
215,28,4,4,5,7,1:20.229,1:19.816,1:21.698,80229,79816,81698
216,28,17,9,10,8,1:20.073,1:20.046,1:21.732,80073,80046,81732
217,28,15,7,11,9,1:19.942,1:19.486,1:21.767,79942,79486,81767
218,28,12,4,6,10,1:20.583,1:20.131,1:22.371,80583,80131,82371
229,29,13,6,2,1,1:38.176,1:37.859,1:38.989,98176,97859,98989
230,29,1,1,22,2,1:38.464,1:37.954,1:39.199,98464,97954,99199
231,29,9,2,4,3,1:38.347,1:38.050,1:39.392,98347,98050,99392
232,29,8,6,1,4,1:38.703,1:38.229,1:39.488,98703,98229,99488
233,29,5,1,23,5,1:38.656,1:38.120,1:39.937,98656,98120,99937
234,29,20,5,15,6,1:38.141,1:37.842,1:40.142,98141,97842,100142
235,29,15,7,11,7,1:37.948,1:37.928,1:40.309,97948,97928,100309
236,29,2,2,3,8,1:38.738,1:37.859,1:40.631,98738,97859,100631
237,29,3,3,7,9,1:38.595,1:38.336,1:40.721,98595,98336,100721
238,29,7,5,14,10,1:38.622,1:38.417,1:40.750,98622,98417,100750
249,30,1,1,22,1,1:46.887,1:46.088,1:47.338,106887,106088,107338
250,30,13,6,2,2,1:46.873,1:46.391,1:47.678,106873,106391,107678
251,30,5,1,23,3,1:46.812,1:46.037,1:47.815,106812,106037,107815
252,30,8,6,1,4,1:46.960,1:46.298,1:47.992,106960,106298,107992
253,30,2,2,3,5,1:47.419,1:46.311,1:48.315,107419,106311,108315
254,30,4,4,5,6,1:47.154,1:46.491,1:48.504,107154,106491,108504
255,30,17,9,10,7,1:47.270,1:46.814,1:48.736,107270,106814,108736
256,30,9,2,4,8,1:47.093,1:46.494,1:48.763,107093,106494,108763
257,30,7,5,14,9,1:46.777,1:46.544,1:48.951,106777,106544,108951
258,30,20,5,15,10,1:47.152,1:46.804,1:50.319,107152,106804,110319
269,31,20,5,15,1,1:35.464,1:35.837,1:37.555,95464,95837,97555
270,31,5,1,23,2,1:35.214,1:35.843,1:37.631,95214,95843,97631
271,31,17,9,10,3,1:36.001,1:36.306,1:38.117,96001,96306,98117
272,31,7,5,14,4,1:35.543,1:36.175,1:38.445,95543,96175,98445
273,31,3,3,7,5,1:35.485,1:35.898,1:38.767,95485,95898,98767
274,31,13,6,2,6,1:35.536,1:36.676,1:38.894,95536,96676,98894
275,31,15,7,11,7,1:35.906,1:36.008,1:39.152,95906,96008,99152
276,31,4,4,5,8,1:36.297,1:36.518,1:39.751,96297,96518,99751
277,31,10,7,12,9,1:35.737,1:36.525,1:39.787,95737,96525,99787
278,31,2,2,3,10,1:35.709,1:36.626,1:39.906,95709,96626,99906
289,32,13,6,2,1,1:44.519,1:44.014,1:44.801,104519,104014,104801
290,32,1,1,22,2,1:44.501,1:44.932,1:45.465,104501,104932,105465
291,32,8,6,1,3,1:44.282,1:44.232,1:45.617,104282,104232,105617
292,32,9,2,4,4,1:44.740,1:44.519,1:45.779,104740,104519,105779
293,32,5,1,23,5,1:44.311,1:44.207,1:45.873,104311,104207,105873
294,32,2,2,3,6,1:45.548,1:44.520,1:45.964,105548,104520,105964
295,32,20,5,15,7,1:45.042,1:44.261,1:46.244,105042,104261,106244
296,32,10,7,12,8,1:45.184,1:44.441,1:46.328,105184,104441,106328
297,32,3,3,7,9,1:45.103,1:44.429,1:46.611,105103,104429,106611
298,32,6,3,8,10,1:45.127,1:44.826,1:47.547,105127,104826,107547
309,33,1,1,22,1,1:18.071,1:17.462,1:18.404,78071,77462,78404
310,33,8,6,1,2,1:18.160,1:17.733,1:18.644,78160,77733,78644
311,33,5,1,23,3,1:18.220,1:17.360,1:18.821,78220,77360,78821
312,33,4,4,5,4,1:18.290,1:17.871,1:18.852,78290,77871,78852
313,33,13,6,2,5,1:18.110,1:17.287,1:18.874,78110,77287,78874
314,33,9,2,4,6,1:18.684,1:17.931,1:18.979,78684,77931,78979
315,33,15,7,11,7,1:18.501,1:17.541,1:19.026,78501,77541,79026
316,33,10,7,12,8,1:17.945,1:17.670,1:19.118,77945,77670,79118
317,33,20,5,15,9,1:18.559,1:17.714,1:19.638,78559,77714,79638
318,33,7,5,14,10,1:18.593,1:18.102,1:20.167,78593,78102,80167
329,34,1,1,22,1,1:35.566,1:34.947,1:36.303,95566,94947,96303
330,34,8,6,1,2,1:35.983,1:35.355,1:36.645,95983,95355,96645
331,34,13,6,2,3,1:35.971,1:35.135,1:36.889,95971,95135,96889
332,34,4,4,5,4,1:35.769,1:35.461,1:36.927,95769,95461,96927
333,34,5,1,23,5,1:35.623,1:35.216,1:36.930,95623,95216,96930
334,34,17,9,10,6,1:36.238,1:35.686,1:37.083,96238,95686,97083
335,34,2,2,3,7,1:36.224,1:35.403,1:37.201,96224,95403,97201
336,34,20,5,15,8,1:35.752,1:35.386,1:37.685,95752,95386,97685
337,34,15,7,11,9,1:36.104,1:35.715,1:37.934,96104,95715,97934
338,34,7,5,14,10,1:36.239,1:35.478,1:38.885,96239,95478,98885
349,35,13,6,2,1,1:11.830,1:11.875,1:12.368,71830,71875,72368
350,35,15,7,11,2,1:12.226,1:12.107,1:12.737,72226,72107,72737
351,35,8,6,1,3,1:12.083,1:11.950,1:12.825,72083,71950,72825
352,35,1,1,22,4,1:12.213,1:11.856,1:12.830,72213,71856,72830
353,35,5,1,23,5,1:12.366,1:11.768,1:12.917,72366,71768,72917
354,35,4,4,5,6,1:12.214,1:12.090,1:12.967,72214,72090,72967
355,35,20,5,15,7,1:12.390,1:11.845,1:13.082,72390,71845,73082
356,35,2,2,3,8,1:12.371,1:12.026,1:13.297,72371,72026,73297
357,35,7,5,14,9,1:12.498,1:12.075,1:14.105,72498,72075,74105
358,35,10,7,12,10,1:12.223,1:11.909,1:14.230,72223,71909,74230
369,36,8,6,6,1,1:26.644,1:25.644,1:26.072,86644,85644,86072
370,36,4,1,1,2,1:26.697,1:25.326,1:26.493,86697,85326,86493
371,36,2,2,9,3,1:26.895,1:25.358,1:26.556,86895,85358,86556
372,36,1,1,2,4,1:26.674,1:25.577,1:26.755,86674,85577,86755
373,36,9,2,10,5,1:26.696,1:25.882,1:27.347,86696,85882,87347
374,36,21,4,3,6,1:27.270,1:25.944,1:27.634,87270,85944,87634
375,36,17,9,15,7,1:26.978,1:26.623,1:27.934,86978,86623,87934
376,36,15,7,12,8,1:27.014,1:26.688,1:28.404,87014,86688,88404
377,36,23,7,11,9,1:27.328,1:26.739,1:28.692,87328,86739,88692
378,36,11,8,22,10,1:27.365,1:26.758,1:28.871,87365,86758,88871
391,37,13,6,5,1,1:35.340,1:34.454,1:35.043,95340,94454,95043
392,37,4,1,1,2,1:34.942,1:34.057,1:35.310,94942,94057,95310
393,37,8,6,6,3,1:35.138,1:34.687,1:35.479,95138,94687,95479
394,37,1,1,2,4,1:35.028,1:34.650,1:36.045,95028,94650,96045
395,37,2,2,9,5,1:35.617,1:35.203,1:36.543,95617,95203,96543
396,37,3,3,16,6,1:35.755,1:35.380,1:36.829,95755,95380,96829
397,37,9,2,10,7,1:35.294,1:34.739,1:36.839,95294,94739,96839
398,37,15,7,12,8,1:35.666,1:35.255,1:36.902,95666,95255,96902
399,37,23,7,11,9,1:35.736,1:35.595,1:37.078,95736,95595,97078
400,37,17,9,15,10,1:35.727,1:35.579,1:37.345,95727,95579,97345
413,38,13,6,5,1,1:32.443,1:31.359,1:32.652,92443,91359,92652
414,38,1,1,2,2,1:32.580,1:31.752,1:32.935,92580,91752,92935
415,38,8,6,6,3,1:33.161,1:31.812,1:33.131,93161,91812,93131
416,38,4,1,1,4,1:33.049,1:32.214,1:33.192,93049,92214,93192
417,38,2,2,9,5,1:33.164,1:32.154,1:33.404,93164,92154,93404
418,38,9,2,10,6,1:33.348,1:32.292,1:33.710,93348,92292,93710
419,38,21,4,3,7,1:33.556,1:32.889,1:34.056,93556,92889,94056
420,38,17,9,15,8,1:33.496,1:32.808,1:34.106,93496,92808,94106
421,38,15,7,12,9,1:33.218,1:32.429,1:34.154,93218,92429,94154
422,38,3,3,16,10,1:33.349,1:32.815,1:34.399,93349,92815,94399
435,39,13,6,5,1,1:21.375,1:20.597,1:21.421,81375,80597,81421
436,39,4,1,1,2,1:21.609,1:20.797,1:21.451,81609,80797,81451
437,39,8,6,6,3,1:21.802,1:20.741,1:21.723,81802,80741,81723
438,39,1,1,2,4,1:21.120,1:20.713,1:21.785,81120,80713,81785
439,39,9,2,10,5,1:21.941,1:21.381,1:22.253,81941,81381,82253
440,39,15,7,12,6,1:22.501,1:21.554,1:22.324,82501,81554,82324
441,39,2,2,9,7,1:21.625,1:21.113,1:22.389,81625,81113,82389
442,39,5,4,4,8,1:21.790,1:21.623,1:22.568,81790,81623,82568
443,39,14,9,14,9,1:22.491,1:21.488,1:22.749,82491,81488,82749
444,39,21,4,3,10,1:22.064,1:21.677,1:22.881,82064,81677,82881
457,40,4,1,1,1,1:16.059,1:15.431,1:15.726,76059,75431,75726
458,40,1,1,2,2,1:15.685,1:15.479,1:15.905,75685,75479,75905
459,40,13,6,5,3,1:16.786,1:16.034,1:15.967,76786,76034,75967
460,40,21,4,3,4,1:17.596,1:16.054,1:16.285,77596,76054,76285
461,40,3,3,16,5,1:16.870,1:16.100,1:16.439,76870,76100,76439
462,40,17,9,15,6,1:17.816,1:16.420,1:16.784,77816,76420,76784
463,40,2,2,9,7,1:17.385,1:15.733,1:16.832,77385,75733,76832
464,40,9,2,10,8,1:17.584,1:15.576,1:16.955,77584,75576,76955
465,40,22,11,8,9,1:17.244,1:16.454,1:17.498,77244,76454,77498
466,40,18,11,7,10,1:17.297,1:16.457,1:17.939,77297,76457,77939
479,41,1,1,2,1,1:16.576,1:15.486,1:15.707,76576,75486,75707
480,41,4,1,1,2,1:16.562,1:15.522,1:16.163,76562,75522,76163
481,41,2,2,9,3,1:17.006,1:15.960,1:16.266,77006,75960,76266
482,41,8,6,6,4,1:16.468,1:16.592,1:16.411,76468,76592,76411
483,41,13,6,5,5,1:16.756,1:16.138,1:16.570,76756,76138,76570
484,41,17,9,15,6,1:17.315,1:16.257,1:16.913,77315,76257,76913
485,41,3,3,16,7,1:17.016,1:16.190,1:16.919,77016,76190,76919
486,41,9,2,10,8,1:17.267,1:16.368,1:16.993,77267,76368,76993
487,41,21,4,3,9,1:16.805,1:16.288,1:17.229,76805,76288,77229
488,41,15,7,12,10,1:17.324,1:16.600,1:17.747,77324,76600,77747
501,42,1,1,2,1,1:12.563,1:12.065,1:12.331,72563,72065,72331
502,42,4,1,1,2,1:12.416,1:11.926,1:12.500,72416,71926,72500
503,42,13,6,5,3,1:12.731,1:12.180,1:12.703,72731,72180,72703
504,42,8,6,6,4,1:12.732,1:12.111,1:12.839,72732,72111,72839
505,42,2,2,9,5,1:12.543,1:12.188,1:12.847,72543,72188,72847
506,42,5,4,4,6,1:12.998,1:12.599,1:13.308,72998,72599,73308
507,42,20,2,10,7,1:12.711,1:12.644,1:13.513,72711,72644,73513
508,42,15,7,12,8,1:13.186,1:12.828,1:13.789,73186,72828,73789
509,42,17,9,15,9,1:13.425,1:12.788,1:13.871,73425,72788,73871
510,42,21,4,3,10,1:13.168,1:12.603,1:13.953,73168,72603,73953
523,43,13,6,5,1,1:15.303,1:14.822,1:15.034,75303,74822,75034
524,43,1,1,2,2,1:14.805,1:14.795,1:15.104,74805,74795,75104
525,43,8,6,6,3,1:14.872,1:14.828,1:15.257,74872,74828,75257
526,43,9,2,10,4,1:15.778,1:15.066,1:15.493,75778,75066,75493
527,43,21,4,3,5,1:16.047,1:15.227,1:15.674,76047,75227,75674
528,43,5,4,4,6,1:15.524,1:15.272,1:15.826,75524,75272,75826
529,43,2,2,9,7,1:15.783,1:15.149,1:15.900,75783,75149,75900
530,43,15,7,12,8,1:16.118,1:15.379,1:15.935,76118,75379,75935
531,43,3,3,16,9,1:16.092,1:15.331,1:16.328,76092,75331,76328
545,44,1,1,2,1,1:19.885,1:19.400,1:19.997,79885,79400,79997
546,44,8,6,6,2,1:19.753,1:19.252,1:20.099,79753,79252,80099
547,44,4,1,1,3,1:19.330,1:19.152,1:20.147,79330,79152,80147
548,44,13,6,5,4,1:19.790,1:19.421,1:20.265,79790,79421,80265
549,44,9,2,10,5,1:20.294,1:20.054,1:20.401,80294,80054,80401
550,44,23,7,11,6,1:20.513,1:19.860,1:20.516,80513,79860,80516
551,44,5,4,4,7,1:20.570,1:20.077,1:20.721,80570,80077,80721
552,44,21,4,3,8,1:20.842,1:20.042,1:20.775,80842,80042,80775
553,44,2,2,9,9,1:20.534,1:20.178,1:20.894,80534,80178,80894
554,44,15,7,12,10,1:21.150,1:20.133,1:21.240,81150,80133,81240
567,45,8,6,6,1,1:31.522,1:31.237,1:31.450,91522,91237,91450
568,45,4,1,1,2,1:31.074,1:30.983,1:31.741,91074,90983,91741
569,45,13,6,5,3,1:31.447,1:30.912,1:31.778,91447,90912,91778
570,45,2,2,9,4,1:31.889,1:31.652,1:31.840,91889,91652,91840
571,45,9,2,10,5,1:31.961,1:31.444,1:32.123,91961,91444,92123
572,45,17,9,15,6,1:32.629,1:31.661,1:32.476,92629,91661,92476
573,45,5,4,4,7,1:32.594,1:31.783,1:32.478,92594,91783,92478
574,45,15,7,12,8,1:32.381,1:31.859,1:32.501,92381,91859,92501
575,45,23,7,11,9,1:32.446,1:31.843,1:32.570,92446,91843,92570
576,45,1,1,2,10,1:31.587,1:31.185,1:33.833,91587,91185,93833
589,46,4,1,1,1,1:20.425,1:19.661,1:19.674,80425,79661,79674
590,46,1,1,2,2,1:19.570,1:19.301,1:19.781,79570,79301,79781
591,46,2,2,9,3,1:20.751,1:20.322,1:20.259,80751,80322,80259
592,46,8,6,6,4,1:20.435,1:20.107,1:20.410,80435,80107,80410
593,46,3,3,16,5,1:20.547,1:20.188,1:20.632,80547,80188,80632
594,46,23,7,11,6,1:20.449,1:20.455,1:20.714,80449,80455,80714
595,46,9,2,10,7,1:20.366,1:20.703,1:20.876,80366,80703,80876
596,46,21,4,3,8,1:21.645,1:20.590,1:21.079,81645,80590,81079
597,46,15,7,12,9,1:20.481,1:19.951,1:21.206,80481,79951,81206
598,46,17,9,15,10,1:20.794,1:20.439,1:21.256,80794,80439,81256
611,47,13,6,5,1,1:27.488,1:27.039,1:27.329,87488,87039,87329
612,47,1,1,2,2,1:27.513,1:26.936,1:27.373,87513,86936,87373
613,47,8,6,6,3,1:27.294,1:26.902,1:27.546,87294,86902,87546
614,47,4,1,1,4,1:27.328,1:26.841,1:27.574,87328,86841,87574
615,47,9,2,10,5,1:27.997,1:27.253,1:27.722,87997,87253,87722
616,47,2,2,9,6,1:28.099,1:27.253,1:28.037,88099,87253,88037
617,47,5,4,4,7,1:28.127,1:27.039,1:28.491,88127,87039,88491
618,47,3,3,16,8,1:28.275,1:27.750,1:28.501,88275,87750,88501
619,47,15,7,12,9,1:28.318,1:27.801,1:28.740,88318,87801,88740
620,47,21,4,3,10,1:28.313,1:27.880,1:29.322,88313,87880,89322
633,48,4,1,1,1,1:21.718,1:21.356,1:21.997,81718,81356,81997
634,48,1,1,2,2,1:21.956,1:21.746,1:22.034,81956,81746,82034
635,48,13,6,5,3,1:22.309,1:21.993,1:22.549,82309,81993,82549
636,48,2,2,9,4,1:23.107,1:22.466,1:23.174,83107,82466,83174
637,48,8,6,6,5,1:22.673,1:22.369,1:23.183,82673,82369,83183
638,48,9,2,10,6,1:23.088,1:22.400,1:23.446,83088,82400,83446
639,48,5,4,4,7,1:23.505,1:23.134,1:24.102,83505,83134,84102
640,48,3,3,16,8,1:23.333,1:22.748,1:24.382,83333,82748,84382
641,48,15,7,12,9,1:23.724,1:23.107,1:24.555,83724,83107,84555
642,48,18,11,7,10,1:23.639,1:23.021,1:25.165,83639,83021,85165
655,49,8,6,6,1,1:46.242,1:45.070,1:45.994,106242,105070,105994
656,49,13,6,5,2,1:46.060,1:45.173,1:46.011,106060,105173,106011
657,49,4,1,1,3,1:46.058,1:45.442,1:46.091,106058,105442,106091
658,49,1,1,2,4,1:46.437,1:45.132,1:46.406,106437,105132,106406
659,49,3,3,16,5,1:46.950,1:46.469,1:47.334,106950,106469,107334
660,49,2,2,9,6,1:46.923,1:45.994,1:47.409,106923,105994,107409
661,49,17,9,15,7,1:47.084,1:46.426,1:47.524,107084,106426,107524
662,49,15,7,12,8,1:47.143,1:46.480,1:47.798,107143,106480,107798
663,49,5,4,4,9,1:46.971,1:46.240,1:48.505,106971,106240,108505
668,49,9,2,10,14,1:46.707,1:45.885,1:46.996,106707,105885,106996
677,50,1,1,2,1,1:25.489,1:24.753,1:25.368,85489,84753,85368
678,50,4,1,1,2,1:25.379,1:24.806,1:25.438,85379,84806,85438
679,50,8,6,6,3,1:25.390,1:24.988,1:25.516,85390,84988,85516
680,50,13,6,5,4,1:25.359,1:25.049,1:25.765,85359,85049,85765
681,50,2,2,9,5,1:25.971,1:25.248,1:26.505,85971,85248,86505
682,50,18,11,7,6,1:26.614,1:25.454,1:26.913,86614,85454,86913
683,50,17,9,15,7,1:25.970,1:25.535,1:26.914,85970,85535,86914
684,50,20,5,19,8,1:26.025,1:25.909,1:26.973,86025,85909,86973
685,50,9,2,10,9,1:26.300,1:25.530,1:27.225,86300,85530,87225
692,50,3,3,16,16,1:26.579,1:25.816,1:26.728,86579,85816,86728
699,51,1,1,2,1,1:35.798,1:35.898,1:35.908,95798,95898,95908
700,51,8,6,6,2,1:35.692,1:35.381,1:36.044,95692,95381,96044
701,51,13,6,5,3,1:35.792,1:35.796,1:36.221,95792,95796,96221
702,51,4,1,1,4,1:35.809,1:35.845,1:36.576,95809,95845,96576
703,51,14,9,14,5,1:36.930,1:36.252,1:37.619,96930,96252,97619
704,51,23,7,11,6,1:37.135,1:36.709,1:38.013,97135,96709,98013
705,51,17,9,15,7,1:37.199,1:36.602,1:38.153,97199,96602,98153
706,51,2,2,9,8,1:36.737,1:36.217,1:38.455,96737,96217,98455
707,51,9,2,10,9,1:36.309,1:36.116,1:38.472,96309,96116,98472
708,51,18,11,7,10,1:37.092,1:36.771,1:39.285,97092,96771,99285
721,52,13,6,5,1,1:12.303,1:12.374,1:11.931,72303,72374,71931
722,52,1,1,2,2,1:13.033,1:12.296,1:12.082,73033,72296,72082
723,52,8,6,6,3,1:13.016,1:12.161,1:12.322,73016,72161,72322
724,52,4,1,1,4,1:12.895,1:12.637,1:12.356,72895,72637,72356
725,52,17,9,15,5,1:13.081,1:12.683,1:12.928,73081,72683,72928
726,52,2,2,9,6,1:13.472,1:12.888,1:13.081,73472,72888,73081
727,52,9,2,10,7,1:13.085,1:12.641,1:13.129,73085,72641,73129
728,52,15,7,12,8,1:13.470,1:12.832,1:13.195,73470,72832,73195
729,52,14,9,14,9,1:13.264,1:12.846,1:13.272,73264,72846,73272
730,52,3,3,16,10,1:13.707,1:12.752,1:13.477,73707,72752,73477
743,53,30,6,5,1,1:33.310,1:32.025,1:31.431,93310,92025,91431
744,53,13,6,6,2,1:33.579,1:32.014,1:31.478,93579,92014,91478
745,53,18,11,12,3,1:32.603,1:32.025,1:31.549,92603,92025,91549
746,53,4,4,1,4,1:32.433,1:31.215,1:31.702,92433,91215,91702
747,53,31,1,4,5,1:33.233,1:31.487,1:32.164,93233,91487,92164
748,53,22,11,11,6,1:33.922,1:32.322,1:32.579,93922,92322,92579
749,53,17,3,9,7,1:33.454,1:32.309,1:33.006,93454,92309,93006
750,53,32,9,15,8,1:34.308,1:32.106,1:33.112,94308,92106,93112
751,53,21,4,2,9,1:32.934,1:31.831,1:33.496,92934,91831,93496
752,53,2,2,16,10,1:33.374,1:31.958,1:33.926,93374,91958,93926
765,54,21,4,2,1,1:35.488,1:33.623,1:33.840,95488,93623,93840
766,54,18,11,12,2,1:35.023,1:33.527,1:33.986,95023,93527,93986
